"","accession","n_seeds","total_area","mean_area","seed_area_sd","mean_convex_hull_area","total_perimeter","mean_perimeter","mean_seed_length","mean_seed_width","mean_seed_extent","mean_solidity","mean_equi_dia","mean_aspect_ratio","plant_id","seedlot","remainder_seed_weight_g","seed_5rac_wt_g","number_of_racemes","subsample","total_seed_weight_g","image_weights_g","seeds_per_g"
"198","2714",31,21698.5,699.951612903226,368.829937207713,728.096774193548,3094.53943586349,99.8238527697902,33.6959667821084,25.6001161452263,0.693934806898207,0.963951457300314,28.7564496254467,0.759104488216813,"Ta06534","K1801_R5_C52_Ta04612_seed_lot",1.1834,0.0379,NA,NA,1.2213,0.0379,817.941952506596
"199","2717",240,196116,817.15,120.286845102041,841.420833333333,26301.3978695869,109.589157789946,36.3254619995753,29.1551919062932,0.722137094558042,0.971579265032546,32.1727652161041,0.808415888024538,"Ta06354","K1801_R1_C2_Ta04565_seed_lot",5.1812,0.4283,NA,NA,5.6095,0.4283,560.35489143124
"200","2718",99,67971.5,686.580808080808,70.9131297775704,705.272727272727,9889.75034058094,99.8964680866762,32.7990026955653,27.081650107798,0.726791646216368,0.973432854187175,29.5271181079512,0.828895951019659,"Ta06334","K1801_R1_C11_Ta04641_seed_lot",0.7922,0.15,NA,NA,0.9422,0.15,660
"201","2719",15,12465.5,831.033333333333,164.554535756676,855.633333333333,1654.20222139359,110.280148092906,36.5343872070313,29.194632212321,0.715149410638381,0.971109935283947,32.3704972371319,0.805022691475804,"Ta07199","Oa068AA086723_seed_lot",0.0431,0.0279,NA,NA,0.071,0.0279,537.634408602151
"202","2720",102,30833.5,302.289215686275,219.702627963418,317.004901960784,6673.09611535072,65.422510934811,22.3521613420225,16.6843513974956,0.663782560927945,0.946707928480159,18.5145046905412,0.752798739088136,NA,NA,3.3666,0.0542,NA,NA,3.4208,0.0542,1881.91881918819
"203","2721",128,92318.5,721.23828125,95.1500258572991,740.12109375,13133.7527525425,102.607443379238,34.3721055090427,27.1795126795769,0.71963884218314,0.974283725018924,30.23340402327,0.793072302552953,"Ta07975","Oa089AA087304_seed_lot",5.093,0.3968,NA,0.2111,5.4898,0.2111,606.347702510658
"204","2723",415,396615.5,955.7,123.973976543077,987.420481927711,49787.8239817619,119.970660197017,41.1895816113575,30.1518320899412,0.707516752205317,0.967704741737493,34.7911737384157,0.736623915943226,"Ta07899","Oa086AA087244_seed_lot",0.49,0.891,NA,NA,1.381,0.891,465.768799102132
"205","2724",100,66287,662.87,186.959262294158,681.755,9773.25792050362,97.7325792050362,32.77796667099,25.8547828769684,0.721477764358447,0.971131935007048,28.6839314395197,0.791858331051676,"Ta06642","K1801_R8_C25_Ta04603_seed_lot",3.0533,0.2805,NA,0.1285,3.3338,0.1285,778.210116731517
"206","2725",16,7853,490.8125,190.155627053211,511.28125,1361.48440170288,85.0927751064301,28.8896460533142,21.818946480751,0.712967588468737,0.962612824974347,24.5077621855754,0.767405709078506,"Ta07366","Oa071AA086824_seed_lot",1.1894,0.0162,NA,NA,1.2056,0.0162,987.654320987654
"207","2726",114,107507,943.043859649123,111.45457349572,974.267543859649,13654.1375330687,119.773136254988,41.5770576543975,29.5562859418099,0.715124543080008,0.967969669663227,34.5858740905313,0.716517633398795,NA,NA,2.1242,0.5818,NA,0.2643,2.706,0.2643,431.328036322361
"208","2728",7,4734,676.285714285714,429.475635430663,694.214285714286,645.671134829521,92.2387335470745,30.7335665566581,24.9960509708949,0.696254975848491,0.960373050274625,27.0453827809759,0.776431492862622,"Ta07273","Oa070AA086786_seed_lot",2.0658,0.0085,NA,NA,2.0743,0.0085,823.529411764706
"209","2729",30,17952.5,598.416666666667,216.416786721161,617.733333333333,2769.92212235928,92.3307374119759,31.0128343900045,24.0632801055908,0.697731026207232,0.960328940610449,26.7945538987247,0.759516123403237,"Ta07196","Oa068AA086723_seed_lot",0.1305,0.0351,NA,NA,0.1656,0.0351,854.700854700855
"210","2730",33,30684.5,929.833333333333,233.98486418285,957.545454545455,3877.83293581009,117.510088963942,40.4380355603767,29.7393749699448,0.711907450499356,0.970810890767708,34.2140996202755,0.738747041973776,"Ta07193","Oa068AA086723_seed_lot",0.5377,0.1249,NA,NA,0.6626,0.1249,264.211369095276
"211","2731",75,32748.5,436.646666666667,168.533014115475,450.74,5928.36105275154,79.0448140366872,26.5119839859009,20.917577718099,0.701572186004908,0.967111865650664,23.0891584797363,0.794277099625296,"Ta07272","Oa070AA086786_seed_lot",4.6194,0.0582,NA,NA,4.6776,0.0582,1288.65979381443
"212","2732",24,10967,456.958333333333,199.055537185123,472.104166666667,1940.12609946728,80.8385874778032,28.2096703052521,20.4998361666997,0.68866188688453,0.961793735799125,23.3917591287221,0.733448126512565,"Ta07357","Oa071AA086824_seed_lot",0.0591,0.0222,NA,NA,0.0813,0.0222,1081.08108108108
"213","2734",250,172369.5,689.478,90.5806709391753,707.486,25005.7053172588,100.022821269035,33.0389099884033,26.9513073234558,0.726027477257844,0.973875686677747,29.5517274002327,0.819101102320068,"Ta06385","K1801_R2_C2_Ta04891_seed_lot",0.4537,0.3763,NA,NA,0.83,0.3763,664.36353972894
"214","2736",16,7787.5,486.71875,244.498464122647,503.84375,1333.72704398632,83.357940249145,29.0237743854523,21.022058904171,0.699342237938825,0.966207988534551,24.0727159201699,0.728949540645638,"Ta07281","Oa070AA086786_seed_lot",0.0658,0.0158,NA,NA,0.0816,0.0158,1012.6582278481
"215","2739",157,105604.5,672.640127388535,70.3340434949011,692.296178343949,15773.0647032261,100.465380275325,35.0481138533088,24.9883857897133,0.707887925291407,0.971643186617064,29.2243798701419,0.717444503466382,"Ta07365","Oa071AA086824_seed_lot",2.0908,0.2179,NA,NA,2.3087,0.2179,720.513997246443
"216","2741",86,73774,857.837209302326,254.84835677736,888.738372093023,9784.05184805393,113.768044744813,39.9594005983929,27.4130325095598,0.696882855301648,0.964532773049161,32.5399275894395,0.696509537424117,"Ta07887","Oa086AA087244_seed_lot",0.9189,0.146,NA,NA,1.0649,0.146,589.041095890411
"217","2754",81,49520.5,611.364197530864,117.232754924383,629.697530864198,7642.40389418602,94.3506653603212,31.2483456105362,25.3093026361348,0.710464155420224,0.967441242115917,27.6880072478435,0.810034779028112,"Ta06625","K1801_R7_C49_Ta04429_seed_lot",0.1592,0.1006,NA,NA,0.2598,0.1006,805.168986083499
"218","2755",93,62559,672.677419354839,109.743590611135,691.209677419355,9197.26801848412,98.8953550374636,32.5367155792893,26.7816408629058,0.724893319321428,0.973205787320799,29.1767088816552,0.827387156295414,"Ta06590","K1801_R7_C25_Ta04825_seed_lot",0.2192,0.2114,NA,0.1369,0.4306,0.1369,679.327976625274
"219","2756",232,155100,668.534482758621,186.717727139934,689.465517241379,23015.856345892,99.2062773529826,34.1155725758651,25.0401538014412,0.705491198607612,0.968078827419597,28.8070043525327,0.73699840673483,"Ta07795","Oa084AA087178_seed_lot",1.1065,0.3213,NA,NA,1.4278,0.3213,722.066604419546
"220","2757",57,38812.5,680.921052631579,113.138852327638,698.473684210526,5627.85138857365,98.734234887257,32.0463358059264,27.3272517354865,0.725556007933061,0.973765378899645,29.2670290177403,0.851042461099234,"Ta06609","K1801_R7_C44_Ta04446_seed_lot",0.3632,0.0796,NA,NA,0.4428,0.0796,716.08040201005
"221","2758",186,54494,292.978494623656,232.844356018379,309.712365591398,11844.7667030096,63.6815414140301,21.7543925367376,16.2314893968644,0.660833427073859,0.946458024691299,18.0217450042397,0.748268224439794,"Ta06678","K1801_R8_C44_Ta04396_seed_lot",0.7601,0.0764,NA,NA,0.8365,0.0764,2434.55497382199
"222","2763",139,101382,729.36690647482,71.0269283374722,751.381294964029,14425.3477734327,103.779480384408,34.7931738517267,27.3570010096049,0.723831638064436,0.970789031853148,30.4364672324622,0.790466961300908,"Ta07117","Oa065AA086649_seed_lot",0.4291,0.4097,NA,0.2212,0.8388,0.2212,628.390596745027
"223","2783",262,123973.5,473.181297709924,177.014834090154,490.948473282443,21818.3891792297,83.2762945772127,28.6753812018242,21.0062188010179,0.691421865641111,0.962831497469269,24.0364994089418,0.741732987754906,NA,NA,3.7747,0.2224,NA,NA,3.9971,0.2224,1178.05755395683
"224","2800",34,6873,202.147058823529,215.143029570808,212.25,1746.50373482704,51.3677569066777,17.7780070304871,13.1270832314211,0.623192300369615,0.930623495718548,14.4319922315332,0.737051133910659,"Ta06613","K1801_R7_C49_Ta04429_seed_lot",1.0768,0.0097,NA,NA,1.0865,0.0097,3505.15463917526
"225","2818",256,140023.5,546.966796875,265.814541479312,566.8984375,22762.4177490473,88.9156943322159,31.0692087113857,21.865216922015,0.68365232134186,0.961937197173072,25.4969553006767,0.718757135398453,"Ta07890","Oa086AA087244_seed_lot",4.5106,0.2883,NA,NA,4.7989,0.2883,887.963926465487
"226","2819",106,69458.5,655.268867924528,123.807803710665,674.268867924528,10344.4021390676,97.5886994251665,31.5967566472179,26.9672997537649,0.723508963463996,0.970636476963587,28.7252990534089,0.855748648510435,"Ta07022","Oa060AA086511_seed_lot",2.0073,0.1344,NA,NA,2.1417,0.1344,788.690476190476
"227","2824",113,82006.5,725.721238938053,67.3602037176247,743.504424778761,11570.8713904619,102.39709195099,34.0082505150179,27.5487370786414,0.723983482646357,0.976041029434259,30.3651200536681,0.812029029021558,"Ta06739","K1801_R9_C5_Ta04605_seed_lot",1.4232,0.2513,NA,0.1766,1.6745,0.1766,639.864099660249
"228","2825",59,22705.5,384.838983050847,199.055516443364,397.110169491525,4289.51417255402,72.7036300432884,24.0536770254879,19.7227327702409,0.69699734271007,0.964079466699459,21.3010093862523,0.815999355515948,"Ta06355","K1801_R1_C2_Ta04565_seed_lot",1.7821,0.0398,NA,NA,1.8219,0.0398,1482.41206030151
"229","2826",113,63734.5,564.022123893805,243.910536780582,588.172566371681,10206.4021420479,90.3221428499813,29.7935114413236,24.2617298902664,0.706396225807925,0.963054088790756,26.2234218061067,0.816972734508374,"Ta06380","K1801_R2_C2_Ta04891_seed_lot",0.3444,0.1076,NA,NA,0.452,0.1076,1050.18587360595
"230","2827",49,20985.5,428.275510204082,226.806063016597,442.5,3804.5537135601,77.6439533379613,26.1370859146118,20.3137370080364,0.685734242350102,0.963187191686143,22.5236078643048,0.781567309736948,"Ta06561","K1801_R6_C18_Ta04704_seed_lot",2.578,0.0388,NA,NA,2.6168,0.0388,1262.88659793814
"231","2845",113,102031.5,902.933628318584,77.3073210941465,932.269911504425,13290.4390490055,117.614504858456,41.5464971255412,28.3218975573514,0.707589649949726,0.968634340976659,33.8747244244674,0.684764664576417,NA,NA,2.7173,0.9903,NA,0.2282,3.7076,0.2282,495.179666958808
"232","2847",86,53119,617.662790697674,99.4644317704299,635.738372093023,8154.03339612484,94.8143418154051,30.8758447336596,26.0099829185841,0.715234624634747,0.970732158110291,27.9203545674163,0.842122042571978,"Ta06595","K1801_R7_C25_Ta04825_seed_lot",0.2587,0.2133,NA,0.107,0.472,0.107,803.738317757009
"233","2848",95,94647.5,996.289473684211,163.484213873665,1027.78947368421,11562.0185809135,121.705458746458,41.1284057617188,31.2460671475059,0.714892304573145,0.969542142178611,35.495204275195,0.763636223079682,"Ta07647","Oa079AA087041_seed_lot",2.6535,0.2367,NA,NA,2.8902,0.2367,401.35192226447
"234","2849",56,60634.5,1082.75892857143,158.424286219903,1117.75892857143,7195.04141783714,128.482882461378,44.8691876615797,31.2701737199511,0.708404734701575,0.968525233272386,37.0238387746587,0.700836224698586,"Ta07248","Oa069AA086748_seed_lot",0.9255,0.1397,NA,NA,1.0652,0.1397,400.858983536149
"235","2850",224,149529.5,667.542410714286,93.331100827143,689.506696428571,22418.0258302689,100.080472456557,34.2516028157302,25.3858902752399,0.707618964037598,0.96818599616394,29.0731951761145,0.742641507950118,"Ta07367","Oa071AA086824_seed_lot",2.103,0.3185,NA,NA,2.4215,0.3185,703.296703296703
"236","2851",3,6941.5,2313.83333333333,3002.30983300081,2379.16666666667,475.889389872551,158.629796624184,54.0433591206869,38.9531780878703,0.668372830872831,0.947027007996772,44.951403065668,0.630820856732498,"Ta07792","Oa084AA087178_seed_lot",0.017,0,NA,NA,0.017,0.017,176.470588235294
"237","2852",45,27333,607.4,345.956802348081,626.455555555556,4083.44815695286,90.7432923767302,30.8176418728299,23.5390572547913,0.696350698178603,0.962160371934979,26.3644664176103,0.759505075133079,"Ta06741","K1801_R9_C5_Ta04605_seed_lot",1.1352,0.0525,NA,NA,1.1877,0.0525,857.142857142857
"238","2853",299,276821.5,925.824414715719,111.195826592484,959.301003344482,35474.6242600679,118.644228294542,40.8638120542801,29.4811886688539,0.707552666283567,0.964472066556941,34.2470745522809,0.72344549151972,"Ta07643","Oa079AA087041_seed_lot",8.5591,0.62,NA,NA,9.1791,0.62,482.258064516129
"239","2854",113,113021,1000.18584070796,122.548517991896,1035.22123893805,13889.7842826843,122.918444979507,41.8986127735239,31.1575040057697,0.715169068200491,0.966359918523072,35.6152535858329,0.746730632219295,"Ta07607","Oa079AA087021_seed_lot",0.0063,0.2574,NA,NA,0.2637,0.2574,439.005439005439
"240","2855",94,63120,671.489361702128,97.9956378973066,690.989361702128,9330.80712401867,99.2639055746667,33.061395868342,26.3716264227603,0.718065374043878,0.97080630737978,29.1374787472309,0.802205192431659,"Ta07015","Oa060AA086507_seed_lot",0.5963,0.1327,NA,NA,0.729,0.1327,708.364732479277
"241","2856",33,33477,1014.45454545455,130.839677876469,1047.43939393939,4068.50198233128,123.287938858524,41.72886391842,31.5453001658122,0.714691800427777,0.968603960057358,35.864891811566,0.757604578599159,"Ta07244","Oa069AA086748_seed_lot",0.3406,0.0751,NA,NA,0.4157,0.0751,439.414114513981
"242","2862",39,17579,450.74358974359,227.513124890194,468.846153846154,3171.58611631393,81.3227209311265,28.3635952289288,20.1113189795078,0.684952378514609,0.958563081563663,23.2195865465788,0.726824698742398,"Ta06816","Oa054AA086329_seed_lot",1.1181,0.0294,NA,NA,1.1475,0.0294,1326.5306122449
"243","2863",103,80674.5,783.247572815534,113.579653180488,803.266990291262,11014.9159840345,106.94093188383,36.2847543549769,27.8166491776994,0.718544799384473,0.974902616122922,31.4805046357224,0.767992297950496,"Ta07014","Oa060AA086507_seed_lot",3.5612,0.4292,NA,0.1743,3.9904,0.1743,590.935169248422
"244","2866",110,39362,357.836363636364,162.830244653171,372,7947.45057666302,72.2495506969365,24.6772607629949,18.6288771239194,0.684749852202886,0.95656604083077,20.7802261772205,0.759755223736052,"Ta06557","K1801_R6_C18_Ta04704_seed_lot",2.2254,0.0666,NA,NA,2.292,0.0666,1651.65165165165
"245","2867",258,213026.5,825.684108527132,173.152841829518,855.387596899225,29020.4671851397,112.482430950154,39.3921558468841,27.1922513680865,0.69872169108281,0.965103298118047,32.2133849715684,0.694799297213746,"Ta07897","Oa086AA087244_seed_lot",1.3789,0.4666,NA,NA,1.8455,0.4666,552.93613373339
"246","2885",27,19605.5,726.12962962963,94.5296649198417,745.592592592593,2759.31909286976,102.197003439621,32.9348327495434,28.5210074671993,0.728912490753767,0.973935132541877,30.3498101933638,0.869858048458594,"Ta06364","K1801_R2_C11_Ta04388_seed_lot",0.5486,0.0416,NA,NA,0.5902,0.0416,649.038461538462
"247","2886",120,97093.5,809.1125,72.9728988055431,831.241666666667,13041.9882609844,108.683235508204,35.5419878641764,29.4789932409922,0.726984695715224,0.973407213927694,32.0637849035002,0.831812766476874,"Ta06677","K1801_R8_C44_Ta04396_seed_lot",4.8667,0.437,NA,0.2413,5.3037,0.2413,497.30625777041
"248","2905",26,15047.5,578.75,248.612640467053,597.538461538462,2342.21649968624,90.0852499879324,29.2176851859459,24.5918858968295,0.706804679049463,0.966441246503879,26.3939544849183,0.842329304810646,"Ta06631","K1801_R8_C23_Ta04394_seed_lot",0.4213,0.0241,NA,NA,0.4454,0.0241,1078.83817427386
"249","2907",56,40280.5,719.294642857143,61.666756683566,737.214285714286,5695.73363566399,101.709529208285,33.2499768733978,28.0307307583945,0.730568009150559,0.975746429800687,30.2346937703091,0.844163904960359,"Ta06629","K1801_R8_C23_Ta04394_seed_lot",2.4299,0.0886,NA,NA,2.5185,0.0886,632.054176072235
"250","2925",97,76242.5,786.005154639175,113.432810849946,806.324742268041,10320.0245007277,106.392005162141,34.5545422072263,29.2893716182905,0.729532445765507,0.974601799201628,31.5192590906233,0.849264252038679,"Ta06400","K1801_R2_C26_Ta04900_seed_lot",1.7541,0.15,NA,NA,1.9041,0.15,646.666666666667
"251","2926",137,93889,685.321167883212,83.1251655731716,702.86496350365,13638.328442812,99.5498426482625,32.6649600258709,27.1303789598228,0.725939211483565,0.974976837913033,29.4847471125462,0.832812763257465,"Ta06620","K1801_R7_C49_Ta04429_seed_lot",1.6273,0.199,NA,NA,1.8263,0.199,688.442211055276
"252","2927",47,23051.5,490.457446808511,253.173699390171,506.276595744681,3868.83798646927,82.3157018397717,27.4141950810209,21.8878166929204,0.7007145726846,0.966822166090579,24.0704734003904,0.800382579522953,"Ta07550","Oa076AA086948_seed_lot",1.0833,0.0452,NA,NA,1.1285,0.0452,1039.82300884956
"253","2928",54,32776,606.962962962963,197.96707015695,626.175925925926,5051.05030953884,93.5379686951637,30.9509661285966,25.0862889819675,0.703368062165909,0.961359857360836,27.3060558949736,0.813003244152786,"Ta06506","K1801_R5_C20_Ta04476_seed_lot",0.0675,0.0576,NA,NA,0.1251,0.0576,937.5
"254","2931",55,43785.5,796.1,96.0485698892898,817.163636363636,5957.01285839081,108.309324698015,37.1136053952304,27.71988511519,0.720363977250149,0.974143850489631,31.7784211814945,0.751401907953811,"Ta06489","K1801_R4_C46_Ta04526_seed_lot",0.3939,0.089,NA,NA,0.4829,0.089,617.977528089888
"255","2932",10,6220.5,622.05,297.527818493965,640.55,918.364565849304,91.8364565849304,31.2517646789551,24.0243834495544,0.714416191444887,0.968755559266505,26.8163493658999,0.777570072011822,"Ta06533","K1801_R5_C52_Ta04612_seed_lot",2.9336,0.013,NA,NA,2.9466,0.013,769.230769230769
"256","2944",139,117633.5,846.28417266187,151.382566175511,873.776978417266,15546.6383069754,111.846318755218,37.8929436841457,28.8424083963573,0.712864522479014,0.967985009363939,32.6039142602261,0.762252903075508,"Ta06735","K1801_R9_C46_Ta04833_seed_lot",0.3369,0.2423,NA,NA,0.5792,0.2423,573.66900536525
"257","2948",301,229544,762.604651162791,91.6006996605079,785.385382059801,32042.604601264,106.453835884598,36.1742798561274,27.3215606093803,0.715864713745442,0.970851126207206,31.0943367506508,0.757979463889319,"Ta07976","Oa089AA087304_seed_lot",3.8367,0.4977,NA,NA,4.3344,0.4977,604.78199718706
"258","2955",46,23773.5,516.815217391304,174.675965359852,536.695652173913,4015.18113172054,87.2865463417509,29.5430199167003,22.6123325099116,0.714324795194161,0.964118662834635,25.3091962577719,0.770345029937042,"Ta06544","K1801_R6_C14_Ta04877_seed_lot",0.7546,0.0464,NA,NA,0.801,0.0464,991.379310344828
"259","2956",51,26277.5,515.245098039216,251.799391829071,532.382352941176,4340.20046508312,85.1019699035906,28.4226285523059,22.6919088176653,0.703162238537007,0.964928346919099,24.7748004391954,0.8013408118839,NA,NA,1.0972,0.0463,NA,NA,1.1435,0.0463,1101.51187904968
"260","2957",151,120902,800.675496688742,149.59778517384,824.062913907285,16237.7480380535,107.534755218897,35.2252277033218,29.2092616763336,0.718023371660317,0.969061712382801,31.694719388985,0.829193787248767,"Ta06587","K1801_R7_C25_Ta04825_seed_lot",2.2743,0.2582,NA,NA,2.5325,0.2582,584.817970565453
"261","2961",213,99412.5,466.725352112676,299.279718524788,487.446009389671,17282.157197237,81.136888249939,27.84399895377,20.3941473647462,0.672802057160715,0.951332411114711,23.0583541183996,0.736615923842147,"Ta06633","K1801_R8_C23_Ta04394_seed_lot",0.893,0.1598,NA,NA,1.0528,0.1598,1332.91614518148
"262","2971",28,13006,464.5,338.236603578028,488.553571428571,2245.60632967949,80.2002260599818,27.4421788624355,20.0347252913884,0.611227828332095,0.896481795321474,22.0300864238463,0.712220527483615,"Ta06724","K1801_R9_C33_Ta04587_seed_lot",0.0039,0.0218,NA,NA,0.0257,0.0218,1284.40366972477
"263","2973",142,144493,1017.55633802817,160.188221499155,1047.9823943662,17483.0314284563,123.119939637016,42.300238622746,31.0892946753703,0.715657374767538,0.970981344896152,35.8739347248989,0.736698785161552,"Ta07790","Oa084AA087178_seed_lot",6.3198,0.755,NA,0.3204,7.0748,0.3204,443.196004993758
"264","2981",20,14588,729.4,73.8276085856347,753.275,2075.46419525146,103.773209762573,34.114972114563,27.8968579292297,0.71865384543594,0.969381159746265,30.4362257160223,0.823164535125743,NA,NA,1.7854,0.0344,NA,NA,1.8198,0.0344,581.395348837209
"265","2987",186,140766.5,756.809139784946,102.482324763765,777.72311827957,19579.6356687546,105.266858434164,35.3227768867247,27.6500673909341,0.724940887711762,0.973084251164003,30.9643442925882,0.785832890655887,NA,NA,3.2723,0.3178,NA,NA,3.5901,0.3178,585.273757079924
"266","2988",91,66437.5,730.082417582418,192.051458146801,750.296703296703,9355.30965232849,102.805600575038,34.2307964366871,27.3366824139606,0.72027609578751,0.97178337296941,30.1522837604359,0.802284997808119,"Ta06389","K1801_R2_C26_Ta04900_seed_lot",2.2293,0.2024,NA,0.1256,2.4317,0.1256,724.522292993631
"267","2990",133,102461,770.383458646617,84.8390831359055,789.815789473684,14013.8330504894,105.367165793154,34.1052042738836,29.2308503201133,0.730347426481572,0.975128595238605,31.2712395744833,0.85990905266997,"Ta06664","K1801_R8_C32_Ta04768_seed_lot",2.6752,0.2677,NA,0.2277,2.9429,0.2277,584.101888449714
"268","3006",63,25887,410.904761904762,164.798456018225,429.634920634921,4945.02592718601,78.4924750346986,26.9991035310049,19.5709335539076,0.673553328361103,0.955841177914133,22.347918223294,0.735854543993329,"Ta07364","Oa071AA086824_seed_lot",0.3852,0.0435,NA,NA,0.4287,0.0435,1448.27586206897
"269","3007",15,8413.5,560.9,387.048686490841,580.433333333333,1294.41333663464,86.2942224423091,28.6135883331299,22.8297337214152,0.701609179253199,0.960968185141782,24.9909978756845,0.797074656981045,"Ta07194","Oa068AA086723_seed_lot",0.027,0.0157,NA,NA,0.0427,0.0157,955.414012738854
"270","3008",158,137668.5,871.319620253165,109.590584617464,903.082278481013,18183.8081195354,115.087393161617,39.6040823972678,28.71153673341,0.708684067113725,0.964932248196071,33.2419764272212,0.727654743616991,"Ta07793","Oa084AA087178_seed_lot",5.098,0.2782,NA,NA,5.3762,0.2782,567.936736161035
"271","3009",112,78802.5,703.59375,83.5697241195304,721.133928571429,11240.8571001291,100.364795536867,32.6152970961162,27.7616375301565,0.729106027371499,0.975300292205422,29.8433046765506,0.851761069267266,"Ta06747","K1801_R9_C5_Ta04605_seed_lot",4.2904,0.1701,NA,NA,4.4605,0.1701,658.43621399177
"272","3023",148,116348,786.135135135135,117.939921789368,806.456081081081,15777.9936410189,106.608065142019,34.8217346346056,29.1806231060544,0.730492912462411,0.974848072544053,31.5523183271848,0.842745962511016,NA,NA,1.6784,0.4499,NA,0.2424,2.1283,0.2424,610.561056105611
"273","3030",119,89191.5,749.508403361345,120.556512931243,769.273109243697,12398.635884285,104.190217515,34.0181790039319,28.4287432101594,0.726865043268152,0.971467000313695,30.7475165671739,0.837046463481834,"Ta06673","K1801_R8_C44_Ta04396_seed_lot",0.9228,0.2065,NA,NA,1.1293,0.2065,576.271186440678
"274","3046",2,1364.5,682.25,410.475486478791,705.75,200.752306580544,100.376153290272,35.8845958709717,23.7024927139282,0.688760760312484,0.96494621764999,28.7645977954246,0.654157565457883,"Ta06549","K1801_R6_C14_Ta04877_seed_lot",1.4707,0.0031,NA,NA,1.4738,0.0031,645.161290322581
"275","3048",54,29114,539.148148148148,267.523912343834,555.314814814815,4692.51626157761,86.8984492884742,29.9706114839624,22.3413336453614,0.691558491779519,0.966718958261572,25.2659252539587,0.741163169085437,NA,NA,2.9992,0.0478,NA,NA,3.047,0.0478,1129.70711297071
"276","3054",35,17103.5,488.671428571429,200.922905278483,503.542857142857,2900.08864343166,82.859675526619,27.654262815203,22.1475701195853,0.706451175157047,0.968656462239289,24.3599518735768,0.800701739393057,"Ta06630","K1801_R8_C23_Ta04394_seed_lot",0.8866,0.0278,NA,NA,0.9144,0.0278,1258.9928057554
"277","3057",114,24719,216.833333333333,217.448067919418,227.741228070175,6183.95189416409,54.2451920540709,19.1203200357002,13.6760182966266,0.653481483031899,0.951024999451963,15.346520466085,0.721724208177963,"Ta06729","K1801_R9_C46_Ta04833_seed_lot",2.7932,0.0331,NA,NA,2.8263,0.0331,3444.10876132931
"278","3059",119,94182.5,791.449579831933,83.3309309106296,813.218487394958,12816.5669007301,107.702242863278,35.7698920273981,28.6487052019905,0.725775898547804,0.973127775759073,31.6990894537851,0.804008412447413,"Ta06719","K1801_R9_C33_Ta04587_seed_lot",2.8127,0.4437,NA,0.2127,3.2564,0.2127,559.473436765397
"279","3061",54,40041.5,741.509259259259,163.556391831304,762.638888888889,5634.82195079327,104.34855464432,35.7345718277825,26.5638666682773,0.714298349289879,0.971339606219421,30.4925303139619,0.747357968279241,NA,NA,0.9337,0.0826,NA,NA,1.0163,0.0826,653.753026634383
"280","3064",97,74416,767.175257731959,153.264970741665,791.242268041237,10305.2133198977,106.239312576264,35.7731101930756,27.544826807435,0.716624701836375,0.969667215567959,31.0152816668282,0.775365217119426,"Ta06424","K1801_R3_C12_Ta04447_seed_lot",0.6918,0.5,NA,0.1697,1.1918,0.1697,571.596935769004
"281","3069",169,63718,377.029585798817,170.732967359206,390.414201183432,12440.5942493677,73.6129837240693,24.7541524672649,19.4397002564379,0.691957281402447,0.963447648137108,21.404850008759,0.795809675708502,"Ta07983","Oa089AA087304_seed_lot",1.6717,0.1238,NA,NA,1.7955,0.1238,1365.10500807754
"282","3073",25,15422.5,616.9,217.412769864146,635.64,2346.70178341866,93.8680713367462,31.4511358642578,24.7379971694946,0.7029174792366,0.959399441639577,27.4232802849065,0.77892694853284,"Ta06628","K1801_R8_C23_Ta04394_seed_lot",0.1207,0.0292,NA,NA,0.1499,0.0292,856.164383561644
"283","3075",11,6227.5,566.136363636364,86.3912874395014,583.5,1002.44782412052,91.1316203745929,30.2829126878218,24.2818412780762,0.716912674867051,0.970429105761779,26.771518734,0.801683857943385,NA,NA,1.3728,0.0137,NA,NA,1.3865,0.0137,802.919708029197
"284","3076",32,22698,709.3125,71.2832548313756,726.859375,3234.52219104767,101.07881847024,32.9734007120132,27.9003251194954,0.731273003987031,0.975826430126582,30.0154681044242,0.848229514004501,"Ta06698","K1801_R9_C24_Ta04704_seed_lot",0.7955,0.0506,NA,NA,0.8461,0.0506,632.411067193676
"285","3087",4,2647.5,661.875,277.025984040005,679.75,385.605118751526,96.4012796878815,32.402693271637,25.6347694396973,0.712224158652277,0.966844271027244,28.393506687266,0.784751321605446,"Ta06699","K1801_R9_C24_Ta04704_seed_lot",0.076,0.0066,NA,NA,0.0826,0.0066,606.060606060606
"286","3091",5,3220.5,644.1,85.1472254392355,662.1,484.031525373459,96.8063050746918,31.3389400482178,26.9761936187744,0.725243392494996,0.972514893288587,28.5865556259359,0.863878549145473,NA,NA,2.8082,0.006,NA,NA,2.8142,0.006,833.333333333333
"287","3094",14,5644.5,403.178571428571,288.081492686655,416.285714285714,1043.13411676884,74.5095797692026,26.0030143601554,18.8992693083627,0.694021115583365,0.9619514138039,21.4582234824735,0.734162452010757,"Ta06661","K1801_R8_C32_Ta04768_seed_lot",0.4634,0.0085,NA,NA,0.4719,0.0085,1647.05882352941
"288","3110",10,5029.5,502.95,301.333466998495,518.15,825.452878832817,82.5452878832817,27.7812688827515,22.0044615745544,0.710500292709111,0.968386081434592,24.1399480755552,0.80655405352617,NA,NA,0.4601,0.0082,NA,NA,0.4683,0.0082,1219.51219512195
