,Midoenvelope_ID,whole_plant_seed_wt_g,five_raceme_mass_g,number_of_racemes,Sub Sample,notes,Unnamed: 6,imageFile,imageName,weightMeasured
344,3279,1.4163,0.2449,,0.1683,,,True,3279,True
345,3281,0.2387,0.0578,,,,,False,3281,
346,3283,0.0139,0.1656,,,,,True,3283,True
347,3285,0.7625,0.363,,0.1369,,,True,3285,True
348,3286,2.7628,0.1138,,,,,True,3286,True
349,3287,4.3614,0.1324,,,,,True,3287,True
350,3288,3.476,0.1005,,,,,True,3288,True
351,3289,2.0523,0.0745,,,,,True,3289,True
352,3290,1.6354,0.132,,,,,True,3290,True
353,3290,1.6432,0.1327,,,,,True,3290,True
354,3291,3.3753,0.1061,,,,,True,3291,True
355,3292,0.1254,0.064,,,,,True,3292,True
356,3293,0.9355,0.1711,,,,,True,3293,True
357,3294,1.0366,0.2197,,,,,True,3294,True
358,3296,7.9118,1.501,,0.1752,,,False,3296,
359,3297,2.095,0.9699,,0.3825,,,False,3297,
360,3300,0.0028,0.0859,,,,,False,3300,
361,3301,2.3513,0.1465,,,,,False,3301,
362,3302,0.476,0.0206,,,,,True,3302,True
363,3303,2.8809,0.2854,,0.1582,,,True,3303,True
364,3304,8.3315,0.0858,,,,,True,3304,True
365,3307,0.6036,0.0651,,,,,True,3307,True
366,3308,4.2861,0.0673,,,,,True,3308,True
367,3309,0,0.0153,,,,,False,3309,
368,3310,1.4116,0.2124,,,,,True,3310,True
369,3311,0.0636,0.0292,,,,,True,3311,True
370,3312,0.3452,0.0849,,,,,False,3312,
371,3313,1.5179,0.0805,,,,,False,3313,
372,3314,2.1142,0.259,,0.1154,,,False,3314,
373,3315,0.0302,0.0163,,,,,False,3315,
374,3316,0.6351,0.1596,,,,,True,3316,True
375,3317,2.191,0.3978,,0.3391,,,True,3317,True
376,3318,0.1721,0.0639,,,,,True,3318,True
377,3319,0.3108,0.1552,,,,,False,3319,
378,3320,22.2878,1.618,,0.3444,,,True,3320,True
379,3321,1.9429,0.1037,,,,,True,3321,True
380,3322,1.9496,1.1001,,0.2842,,,True,3322,True
381,3323,13.8958,1.2665,,0.3245,,,True,3323,True
382,3324,2.0378,0.139,,,,,True,3324,True
383,3325,2.8994,0.2599,,,,,False,3325,
384,3326,10.8844,1.0399,,0.352,,,True,3326,True
385,3327,0.3323,2.4848,,0.139,,,True,3327,True
386,3328,2.0024,0.2611,,0.1253,,,False,3328,
387,3329,1.4762,0.1557,,,,,True,3329,True
388,3330,1.0358,0.091,,,,,False,3330,
389,3331,0.8554,0.1915,,,,,True,3331,True
390,3334,0.028,0.0167,3,,,,True,3334,True
391,3350,1.8905,0.2916,,0.2022,,,True,3350,True
392,3353,0.2892,0.0523,,,,,True,3353,True
393,3354,0.9361,0.1075,,,,,True,3354,True
394,3355,1.6286,0.3189,,0.2364,,,True,3355,True
395,3356,0.4034,0.1101,,,,,False,3356,
396,3357,0.1255,0.1924,,,,,False,3357,
